instruction,name,description
modify order00123842,Deleting Items from Orders,[Customers are trying to delete one or more items from their orders and need assistance doing so.]
I have to add an item to purchase {{Order Number}},Deleting Items from Orders,[Customers are trying to delete one or more items from their orders and need assistance doing so.]
help me adding several articles to purchase {{Order Number}},Deleting Items from Orders,[Customers are trying to delete one or more items from their orders and need assistance doing so.]
can ya help me swapping an article of order {{Order Number}},Deleting Items from Orders,[Customers are trying to delete one or more items from their orders and need assistance doing so.]
I need to switch an article of order {{Order Number}},Deleting Items from Orders,[Customers are trying to delete one or more items from their orders and need assistance doing so.]
can uhelp me swappping a product of purchase {{Order Number}},Deleting Items from Orders,[Customers are trying to delete one or more items from their orders and need assistance doing so.]
wanna add some products to order {{Order Number}},Deleting Items from Orders,[Customers are trying to delete one or more items from their orders and need assistance doing so.]
i need help to switch a product of purchase {{Order Number}},Deleting Items from Orders,[Customers are trying to delete one or more items from their orders and need assistance doing so.]
I cannot add some articles to order {{Order Number}},Deleting Items from Orders,[Customers are trying to delete one or more items from their orders and need assistance doing so.]
have problems with editing purchase {{Order Number}},Deleting Items from Orders,[Customers are trying to delete one or more items from their orders and need assistance doing so.]
remove something from order {{Order Number}},Deleting Items from Orders,[Customers are trying to delete one or more items from their orders and need assistance doing so.]
can I edi order {{Order Number}}?,Deleting Items from Orders,[Customers are trying to delete one or more items from their orders and need assistance doing so.]
I have got to add a product to order {{Order Number}},Deleting Items from Orders,[Customers are trying to delete one or more items from their orders and need assistance doing so.]
can i swap some articles of purchase {{Order Number}},Deleting Items from Orders,[Customers are trying to delete one or more items from their orders and need assistance doing so.]
i have to add some items to purchase {{Order Number}} help me,Deleting Items from Orders,[Customers are trying to delete one or more items from their orders and need assistance doing so.]
